Generated_Sentence_From_symptoms,Disease_Name,Source_URL
"I've been experiencing some alarming symptoms lately, including shallow breathing and vomiting, and I've noticed that my fingernails and lips have taken on a bluish color, which I've learned is called cyanosis. I've also been dealing with constipation, low blood pressure, and occasional seizures, as well as spasms of pain in my stomach and intestinal tract. My pulse is weak, and I've been having difficulty breathing, which often leaves me feeling drowsy. Sometimes, I've even stopped breathing altogether, and my pupils have become pinpoint. I've also suffered from muscle damage due to being immobile while unresponsive. Additionally, I've been experiencing nausea, and I've even slipped into a coma, which is a state of unresponsiveness. To make matters worse, my breathing has become slow and labored, requiring more effort than usual.",Hydrocodone/oxycodone overdose,https://medlineplus.gov/ency/article/007285.htm
"I've been experiencing a multitude of alarming symptoms lately, including weakness, severe pain from burns to my mouth and throat, and coughing up blood. I've also had vision loss, burns in other areas, and abdominal pain. Additionally, I've been dealing with chest tightness, chest pain, and a sensation of choking. I've noticed bluish discoloration of my lips and fingernails, which is quite concerning. Furthermore, I've developed blisters, and there have been instances where I've collapsed due to low blood pressure or shock. I've also been experiencing excessive drooling, dizziness, and vomiting blood. To make matters worse, I've had a fever, a rapid pulse, and breathing difficulties due to throat and mouth swelling and burning. I've been in a lot of pain, and I've been experiencing chills. On top of all this, I've noticed an irregular heartbeat, which is really worrying me.",Hydrofluoric acid poisoning,https://medlineplus.gov/ency/article/002499.htm
"I've been experiencing some alarming symptoms lately, including severe chest pain and vomiting, which sometimes contains blood. Along with this, I've been feeling weak and fatigued due to body aches. I've also been having difficulty breathing, which I'm worried might be related to the large amount I swallowed. Additionally, my stomach has been swelling, and I've noticed abdominal pain and cramping. Furthermore, I've had eye burns, which I suspect is because it got into my eyes. My skin has taken on a temporary white color, which is quite concerning. On top of all this, I've been experiencing burns in my mouth and throat, which I think is because I swallowed something. Occasionally, I've even had seizures, although thankfully, they're rare.",Hydrogen peroxide poisoning,https://medlineplus.gov/ency/article/002652.htm
"I've been experiencing a multitude of symptoms that are quite concerning, including overall weakness, constipation, and muscle twitches. I've also noticed that my pupils have become pinpoint, and I've been feeling confused and disoriented. My skin has been flushing, and I've been having breathing problems, such as slow and labored breathing, shallow breathing, or even moments of no breathing at all. I've been feeling lightheaded and dizzy, and I've been experiencing unbearable itching. I've also observed that my fingernails and lips have taken on a bluish hue. Additionally, I've been dealing with spasms in my stomach and intestines, and my pulse has become weak. I've been struggling with dizziness, and there have been moments where I've lost consciousness. I've been feeling extremely drowsy, and my body temperature has been running low. My blood pressure has also been low, leaving me feeling fatigued. On top of all this, I've been experiencing nausea and vomiting, and my skin has been cold and clammy. I'm worried that if things continue to worsen, I might even slip into a coma.",Hydromorphone overdose,https://medlineplus.gov/ency/article/002633.htm
"I've been experiencing some distressing symptoms lately, including increased urinary frequency and urgency, which has led to painful urination and even a urinary tract infection. Additionally, I've been having flank pain and noticed an abdominal mass, which is quite concerning, especially since I've also been experiencing nausea and vomiting. To make matters worse, I've had a fever, which has left me feeling quite unwell.",Hydronephrosis of one kidney,https://medlineplus.gov/ency/article/000506.htm
"I've been experiencing a range of concerning symptoms, including a noticeable change in my skin color, which has become pale, and the appearance of bruising or purplish bruise-like spots on my skin. Additionally, I've developed severe jaundice, and I'm worried about the impact of severe anemia on my overall health. I've also been struggling with breathing problems, and my doctor has informed me that my liver is swollen. To make matters worse, I've been diagnosed with heart failure, and I'm experiencing total body swelling, which is causing me a lot of discomfort.",Hydrops fetalis,https://medlineplus.gov/ency/article/007308.htm
"I've been experiencing a multitude of alarming symptoms lately, including feelings of excitation and nervousness, accompanied by physical manifestations such as tremors, shortness of breath, and a rapid heartbeat. I've also been dealing with a dry mouth, unsteadiness, and pounding palpitations, which have been leaving me disoriented and dizzy. My vision has been blurred, and my pupils have been enlarged, which has been quite unsettling. Unfortunately, I've also been struggling with delirium, depression, and difficulty urinating, which has been affecting my daily life. Additionally, I've been experiencing nausea, uncoordinated movement, and drowsiness, which has been making me feel agitated and anxious. In some instances, I've even had seizures, which have been very frightening. My skin has been dry, red, and flushed, and I've been having trouble sleeping due to difficulties falling asleep and staying asleep. I've also been experiencing ringing in my ears, which has been quite disturbing. On top of all this, I've had hallucinations, where I've seen or heard things that aren't there, and in extreme cases, I've even slipped into a coma, which has been a very scary experience.",Hydroxyzine overdose,https://medlineplus.gov/ency/article/002654.htm
"I've been experiencing some disturbing symptoms lately, including digestive issues like nausea or vomiting, a poor appetite, and constipation. Additionally, I've noticed muscle weakness and twitches, as well as bone pain, which has made my bones feel fragile and more prone to breaking easily. Furthermore, I've observed changes in my kidneys, leading to increased thirst and more frequent urination. On top of all this, I've been struggling with changes in my brain function, feeling extremely tired and fatigued, and sometimes even confused.",Hypercalcemia,https://medlineplus.gov/ency/article/000365.htm
"I've been struggling with several symptoms during my pregnancy, including the inability to take in adequate amounts of fluid or nutrition, which has led to constipation. I've also been experiencing severe and persistent nausea and vomiting, which has caused signs of dehydration, such as dark urine, dry skin, weakness, lightheadedness, and even fainting at times. Additionally, I've noticed that I've been salivating a lot more than normal, which is adding to my discomfort.",Hyperemesis gravidarum,https://medlineplus.gov/ency/article/001499.htm
"I've been experiencing a range of unusual health issues lately, including bone and tooth defects that have led to fractures and delayed loss of my baby teeth. Additionally, I've been dealing with recurring skin abscesses and infections, as well as repeated sinus infections that never seem to fully clear up. Furthermore, I've been struggling with eczema and have had repeated lung infections, which have been taking a toll on my overall health.",Hyperimmunoglobulin E syndrome,https://medlineplus.gov/ency/article/001311.htm
"I've been experiencing muscle cramps that most commonly occur at my shoulders, back, and hips, and I've noticed that they often happen on and off, usually after I exercise and rest. It seems that eating potassium-rich foods or taking medicines that contain potassium can trigger them, and I've also found that stress, eating a high carbohydrate meal, and skipping meals can bring them on. Additionally, I've observed that the cramps may also involve my arms and legs, but thankfully, they don't affect the muscles in my eyes or those that help with breathing and swallowing. I've noticed that they can occur when I wake up, and they usually last anywhere from 15 minutes to an hour, although sometimes they can persist for an entire day. Exposure to cold temperatures also seems to be a factor, and I've realized that I need to be more mindful of my diet and exercise habits to minimize their occurrence.",Hyperkalemic periodic paralysis,https://medlineplus.gov/ency/article/000316.htm
"I've been experiencing a range of distressing symptoms lately, including bone pain and tenderness, which is making my bones feel fragile and prone to breaking easily, especially in my limbs and spine. Additionally, I've noticed that I'm producing an increased amount of urine and needing to urinate more often. On top of this, I've been feeling extremely tired, ill, and weak, which is affecting my overall quality of life. I've also been struggling with nausea and a loss of appetite, which is making it difficult for me to eat and maintain my energy levels. To make matters worse, I've been experiencing depression and forgetfulness, which is impacting my mental well-being and daily functioning.",Hyperparathyroidism,https://medlineplus.gov/ency/article/001215.htm
"I've been experiencing some concerning symptoms lately, including unintentional weight loss and breathlessness, especially when I'm active. I've also had a persistent cough, which is often dry, and I've lost my appetite. Additionally, I've been feeling unwell and experiencing chills, shortness of breath, and a general feeling of being unwell, which I think is related to the fever I've been running.",Hypersensitivity pneumonitis,https://medlineplus.gov/ency/article/000109.htm
"I've been experiencing some disturbing skin issues lately, including skin sores that are mostly located on my legs, buttocks, or trunk. Along with this, I've been getting hives that seem to last longer than 24 hours, and I've also developed blisters on my skin. Unfortunately, I've also observed open sores with dead tissue, which I'm worried about. Additionally, I've recently developed a new rash with tender, purple or brownish-red spots that are covering large areas of my skin, and I'm not sure what's causing it.",Hypersensitivity vasculitis,https://medlineplus.gov/ency/article/000874.htm
"I've been experiencing some concerning symptoms recently, including persistent stomach pain on the left side, which has led me to feel full too soon after eating. Additionally, I've been told that I have a low level of one or more types of blood cells, and I've also noticed that my spleen has become enlarged.",Hypersplenism,https://medlineplus.gov/ency/article/001314.htm
"I've been experiencing a multitude of symptoms lately, including heat intolerance, and I've noticed a visibly enlarged thyroid gland or thyroid nodules. I've also been dealing with clammy skin, itchy or irritated eyes, and skin that's constantly blushing or flushing. I've even noticed breast development, which is unusual for me. My heart has been pounding or racing, and I've been feeling weak in my hips and shoulders. I've also developed a hand tremor, and I've noticed a skin rash on my shins. Additionally, I've been sweating excessively, and my skin has been itchy. I've had an increased appetite, but I often feel faint when I raise my hands. I've been experiencing anxiety, and my blood pressure has been high. I've also had issues with diarrhea, sleep problems, and difficulty concentrating. My nails have been changing, becoming thicker or flaking, and I've been losing hair. I've lost weight, although I know some people gain weight in similar situations. I've felt nervous and restless, and I've had irregular menstrual periods. My eyes have been protruding, and I've been feeling fatigued. I've had frequent bowel movements, and I've been experiencing nausea and vomiting.",Hyperthyroidism,https://medlineplus.gov/ency/article/000356.htm
"I've been experiencing some disturbing symptoms lately, including a sensation of my heart beating fast or irregularly, which often leaves me feeling lightheaded, especially after engaging in physical activity or exercise. I've also had episodes of chest pain, which can be alarming. Furthermore, I've noticed that I get short of breath when I exert myself or even when I lie down or wake up from a nap. On top of that, I've been feeling extremely fatigued, and I've even fainted a few times, especially during exercise. To make matters worse, I've been experiencing dizziness, which makes me feel quite unsteady.",Hypertrophic cardiomyopathy,https://medlineplus.gov/ency/article/000192.htm
"I've been noticing some alarming symptoms in my child, including bulging of the soft spot on their skull, blurred vision, and double vision, which is quite concerning. Additionally, they've been experiencing poor weight gain, bone pain, and swelling, which is affecting their overall development. I've also observed dizziness, abnormal softening of the skull bone, and frequent headaches, which are accompanied by irritability, nausea, and vomiting. Furthermore, I've noticed changes in their vision, decreased appetite, and excessive drowsiness. Their skin has also been affected, with cracking at the corners of their mouth, increased sensitivity to sunlight, oily skin, peeling, itching, and a yellowish tint. What's more, I've seen changes in their alertness and consciousness, as well as hair changes, including hair loss and oily hair.",Hypervitaminosis A,https://medlineplus.gov/ency/article/000350.htm
"I've been experiencing a multitude of symptoms lately, including overwhelming fatigue and confusion, as well as excessive thirst that's been driving me to drink constantly. I've also been dealing with vomiting, which has led to a decreased appetite, and as a result, I've been struggling with constipation. On top of that, I've become increasingly irritable and have noticed that I'm urinating more frequently than usual. Furthermore, my blood pressure has been high, and I've been experiencing muscle weakness. What's more, I've been passing large amounts of urine, which is quite concerning to me.",Hypervitaminosis D,https://medlineplus.gov/ency/article/001594.htm
"I've been experiencing some concerning symptoms in my eyes, including eye pain, bleeding in the anterior chamber, and severe light sensitivity, which is making it difficult for me to tolerate even moderate levels of light, and I've also noticed some vision abnormalities that are affecting my daily life.",Hyphema,https://medlineplus.gov/ency/article/001021.htm
"I've been experiencing some distressing symptoms lately, including recurring headaches and occasional vision loss, which are quite alarming. Additionally, I've noticed milky breast discharge, which I've never had before. My menstrual cycle has also become irregular, and sometimes it even stops, which is concerning. I've also been experiencing hot flashes, breast enlargement, and muscle loss, which are all causing me distress. Furthermore, I've noticed a decrease in my interest in sex, and I've been experiencing energy and mood changes. To make matters worse, I've also been exhibiting symptoms of other hormonal deficiencies, such as hypothyroidism, which is making me feel even more unwell.",Hypogonadism,https://medlineplus.gov/ency/article/001195.htm
"I've been experiencing some concerning symptoms lately, including a loss of interest in sex and a general decrease in energy and enthusiasm for activities I used to enjoy. I've also noticed a loss of muscle mass, which is quite alarming. Additionally, I've been dealing with mood changes, weight gain, and short stature, which is affecting my overall quality of life. Moreover, I've observed that my sense of smell has been affected, and I've been struggling with amenorrhea, or the loss of menstrual periods. I'm worried that these symptoms might be related to hormonal imbalances, and I'm concerned about the impact on my sexual development and growth, particularly the lack of breast development and menstrual periods in women, and the absence of sex characteristics, such as enlargement of the testes and penis, deepening of the voice, and facial hair in boys.",Hypogonadotropic hypogonadism,https://medlineplus.gov/ency/article/000390.htm
"I've been experiencing bouts of stiffness and pain that most commonly occur when I wake up or after I've rested, and it's not limited to my back, as it can also affect my arms, legs, muscles of the eyes, and even the muscles that help me breathe and swallow. These episodes come and go, and I've noticed that they rarely happen during exercise, but sometimes occur when I rest after exercising. I've found that certain triggers like high-carbohydrate and high-salt meals, stress, pregnancy, heavy exercise, and cold temperatures can set off an attack, which usually lasts for several hours or even up to a day. Notably, the stiffness and pain tend to occur most frequently at my shoulders and hips.",Hypokalemic periodic paralysis,https://medlineplus.gov/ency/article/000312.htm
"I've been dealing with a range of physical and developmental issues, including intellectual disability, which includes autism spectrum disorder and learning disability, as well as scoliosis, which affects my posture. Additionally, I've been experiencing hearing problems, and I've noticed that I have crossed eyes, also known as strabismus. Furthermore, I've observed that I have excessive body hair, known as hirsutism, and peculiar skin patches on my arms, legs, and torso, which are streaked, whorled, or mottled. I've also had issues with my mouth and teeth, and unfortunately, I've been experiencing seizures, which are a significant concern for me.",Hypomelanosis of Ito,https://medlineplus.gov/ency/article/001461.htm
"I've been experiencing a multitude of symptoms that have been concerning me, including teeth that haven't grown in on time or at all, and episodes of decreased consciousness. My skin has been dry and scaly, and I've noticed tingling sensations in my lips, fingers, and toes. I've also been experiencing muscle spasms, known as tetany, which have affected my larynx and caused breathing difficulties. Additionally, I've been having painful menstruation, muscle cramps, and brittle nails. I've also been dealing with pain in my face, legs, and feet, as well as dry hair. Furthermore, I've noticed calcium deposits in some tissues, and I'm worried about the health of my teeth, as I've heard that weakened tooth enamel can be a problem, especially in children. On top of all this, I've been experiencing abnormal heart rhythms, seizures, and abdominal pain.",Hypoparathyroidism,https://medlineplus.gov/ency/article/000385.htm
"I've been experiencing some concerning symptoms lately, including seizures, which have left me feeling confused and disoriented. Along with these episodes, I've been dealing with debilitating bone pain and muscle weakness that has really taken a toll on my daily life.",Hypophosphatemia,https://medlineplus.gov/ency/article/000307.htm
"I've been experiencing a multitude of symptoms that have been affecting my daily life, including persistent fatigue and weakness, as well as a loss of body and facial hair. I've also noticed that I've been experiencing headaches, and my menstrual periods have become irregular or even absent. I've been dealing with low blood sugar, joint stiffness, and slowed growth and sexual development. Additionally, I've had a decreased appetite, sensitivity to cold, and vision problems, which have all contributed to my weight gain. I've also been experiencing abdominal pain, and as a woman, I've had issues with milk production. I've noticed face swelling, hair loss, and dizziness or fainting spells. Furthermore, I've been struggling with erection problems, weight loss, and changes in my voice. I've also been experiencing infertility, a lack of sex drive, and a loss of armpit or pubic hair. On top of all this, I've had low blood pressure, excessive urination, and thirst, including frequent urination at night.",Hypopituitarism,https://medlineplus.gov/ency/article/000343.htm
"I've been noticing some concerning symptoms in my newborn, including a bluish color to the skin due to a low oxygen level in the blood, which is causing poor suckling and feeding. Along with this, my baby is experiencing shortness of breath and has a poor pulse. I've also observed that their hands and feet are cold, and they have a pounding heart, which is making me very worried about their health.",Hypoplastic left heart syndrome,https://medlineplus.gov/ency/article/001106.htm
"I've noticed that my foreskin is covering the head of my penis, making it look like it has a ""hood"", and I've also been experiencing abnormal spraying of urine, which makes it difficult for me to urinate while standing.",Hypospadias,https://medlineplus.gov/ency/article/001286.htm
"I've been experiencing some unusual and concerning symptoms lately, including euphoric ""high"" sensations, which are accompanied by a range of other issues, such as headaches and hyperactivity. On top of this, I've noticed a lack of normal growth, which is especially concerning for children, and I've also been struggling with a loss of body fat and appetite, leading to a condition known as cachexia.",Hypothalamic tumor,https://medlineplus.gov/ency/article/001211.htm
"I've been experiencing some concerning symptoms lately, including weakness and a loss of coordination, which is making it difficult for me to move around. Additionally, I've noticed my breathing and heart rate have slowed down, and I've been shivering uncontrollably, which is unsettling. I've also been feeling extremely drowsy, and my mind is foggy, leading to confusion. To make matters worse, my skin has taken on a pale and cold appearance, which is quite alarming.",Hypothermia,https://medlineplus.gov/ency/article/000038.htm
"I've been experiencing a multitude of symptoms lately, including persistent hoarseness, weakness, and a consistently low body temperature, which often leaves me feeling cold even when others are warm. Additionally, I've noticed a decrease in my sense of taste and smell, and I've been dealing with joint or muscle pain, as well as thin, brittle hair and fingernails. My face, hands, and feet have become puffy, and I've been struggling with sadness and depression. I've also been feeling extremely fatigued, and my speech has become slower. I've observed that my eyebrows are thinning, and my skin has become thicker and drier, leading to hard stools and constipation. Furthermore, I've gained weight, and my menstrual periods have become heavier and irregular. To top it all off, I've noticed that my heart rate has slowed down, and my skin has become pale and dry.",Hypothyroidism,https://medlineplus.gov/ency/article/000353.htm
"I've been experiencing some alarming symptoms lately, including pale skin color, which has left me looking quite pallid. I've also been feeling anxious and agitated, and in some cases, I've even lost consciousness and become unresponsive. Additionally, I've noticed a significant decrease in my urine output, which is concerning. I've been feeling generally weak and lethargic, and I've been experiencing rapid breathing. My skin has been cool and clammy to the touch, and I've been sweating excessively. To make matters worse, I've been feeling confused and disoriented, which is really unsettling.",Hypovolemic shock,https://medlineplus.gov/ency/article/000167.htm
"I've been experiencing some alarming symptoms lately, including stomach pain that could be indicative of bleeding in my stomach and intestines, accompanied by heartburn. I've been feeling unsteady and having trouble moving around, and I've noticed that my urine production has decreased significantly. I've also developed a rash and have been experiencing wheezing, sweating, and drowsiness, which has even led to moments of agitation, confusion, and incoherence. Additionally, I've been struggling with nausea and vomiting, sometimes with blood, as well as ringing in my ears, dizziness, and chills. To make matters worse, I've been having severe headaches, convulsions, and breathing difficulties, including slow breathing. Sometimes, my vision becomes blurred, and I feel weak and lightheaded, which could be indicative of low blood pressure and shock.",Ibuprofen overdose,https://medlineplus.gov/ency/article/002655.htm
"I've been experiencing some uncomfortable skin symptoms lately, including mild itching of the skin, and I've noticed that my skin has become severely dry and scaly, with visible scales forming. Additionally, I've observed that my skin has started to thicken in certain areas, which is quite concerning to me.",Ichthyosis vulgaris,https://medlineplus.gov/ency/article/001451.htm
"I've been struggling with persistent fatigue, feeling restless and irritable, and I've lost my appetite lately. I've been needing to sleep a lot more during the day, even at work or in the middle of a conversation, and I've found myself sleeping up to 14 to 18 hours a day. I've also been experiencing anxiety, and despite taking daytime naps, I don't feel rested. My thinking and speech have slowed down, and when I wake up from a long sleep, I often feel confused and disoriented, which is really concerning me. On top of all this, I've been having trouble remembering things, which is affecting my daily life.",Idiopathic hypersomnia,https://medlineplus.gov/ency/article/000803.htm
"I've been experiencing a multitude of symptoms lately, including blurred vision and double vision, which has been really concerning for me. Along with these vision problems, I've been dealing with neck pain, nausea, and vomiting, which has left me feeling quite unwell. I've also been experiencing dizziness, which has made it difficult for me to navigate my daily activities. Additionally, I've been hearing a buzzing sound in my ears, which has been really annoying. Furthermore, I've been having daily headaches that are throbbing and irregular, and they seem to be worse in the morning. Occasionally, I've noticed vision problems such as flashing or even loss of vision, which has been really scary. Lastly, I've been experiencing low back pain that radiates along both legs, which has made it difficult for me to move around comfortably.",Idiopathic intracranial hypertension,https://medlineplus.gov/ency/article/000351.htm
"I've been experiencing some concerning symptoms over the past few months, including shortness of breath that's been persistent during physical activity and has recently started to occur even when I'm at rest. I've also been feeling faint, which can be quite unsettling. Along with this, I've noticed a gradual weight loss, which I hadn't intended, and occasionally, I experience chest pain. Furthermore, I've had a dry cough that's been lingering, and I've found that I'm not able to be as active as I used to be, which is really affecting my daily life.",Idiopathic pulmonary fibrosis,https://medlineplus.gov/ency/article/000069.htm
"I've been experiencing some concerning symptoms lately, including bloody urine that started during or soon after a respiratory infection, and I've noticed that I've had repeated episodes of dark or bloody urine. Additionally, I've been dealing with swelling in my hands and feet, and I'm worried that I might be exhibiting symptoms of chronic kidney disease.",IgA nephropathy,https://medlineplus.gov/ency/article/000466.htm
"I've been experiencing some concerning symptoms, including abnormal urine, which may not have shown any obvious signs, as well as diarrhea, which is sometimes bloody. Additionally, I've been dealing with joint pain, nausea, and vomiting, accompanied by headaches. I've also noticed swelling and pain in my scrotum, and I've developed hives and angioedema. Furthermore, I've observed purple spots on my skin, known as purpura, which have appeared on my buttocks, lower legs, and elbows - a characteristic symptom of this condition. Lastly, I've been experiencing abdominal pain, which is adding to my discomfort.",IgA vasculitis - Henoch-Schonlein purpura,https://medlineplus.gov/ency/article/000425.htm
"I've been managing my pain by taking medication as needed, but I'm careful to follow the recommended dosage and consult with you before taking any medication, especially since I have a history of heart disease, high blood pressure, and kidney disease, and I've had stomach ulcers and internal bleeding in the past. Additionally, I've found relief by applying mild heat before stretching or doing strengthening exercises, and I've also been using ice packs wrapped in a clean cloth to the painful area for 15 minutes every 2 to 3 hours to reduce the pain and inflammation.",Iliotibial band syndrome - aftercare,https://medlineplus.gov/ency/patientinstructions/000683.htm
"I've been experiencing a multitude of alarming symptoms lately, including an inability to concentrate, eye pain which is concerning to me because I'm at risk for a type of glaucoma. I've also been struggling with constipation and having trouble urinating, including a weak urine stream. Additionally, I've developed a noticeable tremor, and my heart has been racing with palpitations. I've been feeling confused, disoriented, and unsteady, with blurred vision and dry mouth. My breathing has become slow and labored, and I've even experienced hallucinations, with enlarged pupils. In extreme cases, I've felt like I'm going into shock. Furthermore, I've been dealing with depression, drowsiness, and agitation, accompanied by seizures and ringing in my ears. I've also experienced vomiting, dry, red skin, and dry eyes. My blood pressure has been low, and my limbs have become rigid and stiff. In some instances, I've even slipped into delirium, characterized by confusion and agitation. To top it all off, I've developed an irregular heartbeat, which has left me feeling anxious and nervous.",Imipramine overdose,https://medlineplus.gov/ency/article/002656.htm
"I've been experiencing some concerning symptoms lately, including frequent headaches, problems concentrating or thinking clearly, and shortness of breath. Additionally, I've noticed that my tongue is sore, and I've been feeling weak or tired more often than usual, even when I exert myself physically. When I stand up, I often feel lightheaded, and I've also observed that my skin has a pale color, or pallor.",Immune hemolytic anemia,https://medlineplus.gov/ency/article/000576.htm
"I've been experiencing some unusual bleeding issues lately, including abnormally heavy periods, and occasionally, I've had nosebleeds or bleeding in my mouth. I've also noticed bleeding into my skin, particularly around my shins, which has caused a skin rash that looks like pinpoint red spots, also known as a petechial rash. Additionally, I've been bruising easily, which is concerning me.",Immune thrombocytopenic purpura (ITP),https://medlineplus.gov/ency/article/000535.htm
"I've been struggling with a series of infections that don't seem to be responding well to treatment, and I'm worried that it might be a sign of something more serious, such as certain types of cancers like Kaposi sarcoma or non-Hodgkin lymphoma. Additionally, I've been experiencing repeated yeast infections and severe infections from bacteria or other germs that don't usually cause severe infection. What's concerning me is that I'm not recovering fully from illnesses, and infections keep coming back or don't seem to go away.",Immunodeficiency disorders,https://medlineplus.gov/ency/article/000818.htm
"I've been experiencing some distressing symptoms in my mouth and jaw area, including occasional difficulty opening my mouth, and I've noticed that I have bad breath. Sometimes, I can see a visible gap where a tooth didn't emerge, and the gums around the impacted tooth are often red and swollen. Occasionally, I've also noticed swollen lymph nodes in my neck. I've been dealing with prolonged headaches or jaw aches, and when I bite down on or near the area, I get an unpleasant taste. Additionally, I've been feeling pain or tenderness in my gums or jaw bone.",Impacted tooth,https://medlineplus.gov/ency/article/001057.htm
"I've been concerned about my child's development, specifically with regards to their anal opening, which appears to be very close to the vagina opening, and I've noticed that their first stool didn't pass within the expected 24 to 48 hours after birth. Furthermore, I've observed that stool is passing out of the vagina, base of the penis, scrotum, or urethra, which is quite alarming. Additionally, their belly area appears swollen, and I've detected that the opening to the anus seems to be missing or misplaced.",Imperforate anus,https://medlineplus.gov/ency/article/001147.htm
"I've been dealing with a skin issue that's been causing me a lot of discomfort, and I've noticed that it starts with blisters that itch and are filled with a yellow or honey-colored fluid, which eventually ooze and crust over. Unfortunately, if I scratch the area, the rash spreads to other parts of my body. In some cases, the blisters fill with pus and are easy to pop, leaving the skin looking reddish or raw, especially in infants. I've also developed skin sores on my face, lips, arms, and legs, which seem to spread to other areas if not treated. I've even noticed patches of impetigo on my body, and to make matters worse, the lymph nodes near the infection have become swollen.",Impetigo,https://medlineplus.gov/ency/article/000860.htm
"I've been experiencing a multitude of alarming symptoms lately, including blurred vision and periods of stupor where I feel a decreased level of consciousness. I've also had watery and bloody diarrhea, accompanied by low blood pressure, headaches, and a rash. Additionally, I've been feeling anxious and having difficulty breathing, with a burning pain in my throat. Sometimes, my skin and fingers take on a blueish hue, and I've noticed rapid breathing. In extreme cases, I've even slipped into a coma, characterized by a decreased level of consciousness and lack of responsiveness. My heart rate has been rapid, and I've suffered from burns to the eye. I've also experienced seizures and abdominal pain. Furthermore, I've been feeling euphoric, similar to being drunk or intoxicated, which is quite unsettling.",Incense,https://medlineplus.gov/ency/article/002710.htm
"I've been noticing some concerning symptoms in my child, including signs of intellectual disability, and I've observed muscle spasms and even loss of movement or paralysis in some instances. Additionally, I've realized that their development has been delayed, and they've been experiencing seizures, which has been very alarming for me.",Incontinentia pigmenti,https://medlineplus.gov/ency/article/001583.htm
"I've been experiencing a range of concerning symptoms, including vomiting, lethargy, and various nervous system problems such as weakness, numbness, eye movement issues, and double vision. Along with this, I've had persistent headaches, and I've noticed that the soft spot on top of my head is bulging, and the sutures on my skull seem to be separated. I've also been feeling extremely drowsy, with decreased alertness, and I've even had seizures. Furthermore, I've observed some behavior changes in myself, which is quite unsettling.",Increased intracranial pressure,https://medlineplus.gov/ency/article/000793.htm
"I've been experiencing a multitude of alarming symptoms, including nausea and vomiting, which sometimes contains blood, as well as stomach pain and diarrhea. I've also had headaches, and I've been wheezing and sweating excessively, with an increased heart rate. At times, I've felt confused, unsteady, and weak, with fatigue and weakness. I've noticed bruising on my skin, and in some instances, I've developed a blistering rash. My vision has been blurred, and I've experienced chest pain, which has made it difficult for me to breathe. In severe episodes, I've even had seizures and slipped into a coma, with a decreased level of consciousness and lack of responsiveness. Additionally, I've struggled with high or low blood pressure, drowsiness, agitation, and ringing in my ears. Occasionally, I've experienced numbness and tingling sensations, and I've had delirium, where I haven't been making sense. To make matters worse, I've had little or no urine output, which has left me feeling extremely concerned about my health.",Indomethacin overdose,https://medlineplus.gov/ency/article/002657.htm
"I've been experiencing some concerning respiratory symptoms lately, including wheezing, a persistent cough that brings up mucus, and shortness of breath.",Industrial bronchitis,https://medlineplus.gov/ency/article/000072.htm
"I've been noticing some concerning symptoms in my infant, including poor feeding and weak suckling, as well as constipation, and I'm worried that they may be related to a more serious issue. The baby's body seems ""floppy"" and they've lost head control, which is alarming. I've also observed an absence of gagging, a weak cry, and eyelids that sag or partially close. Furthermore, I've noticed signs of respiratory failure, such as breathing that stops or slows, and the baby appears extremely tired and lethargic.",Infant botulism,https://medlineplus.gov/ency/article/001384.htm
"I've been observing some concerning symptoms in my newborn, including jaundice, which is causing their skin to turn yellow. Additionally, they've been having poor sucking, seem lethargic, and have a weak cry. I've also noticed seizures, which I'm worried might be a sign of severe low blood sugar. Furthermore, their skin sometimes turns blue, and they have a rapid heart rate and rapid breathing, which could be signs of immature lungs or heart failure. On top of this, they've been having trouble feeding, and shortly after birth, they exhibited tremors or shaking. I've also noticed that their face appears puffy.",Infant of diabetic mother,https://medlineplus.gov/ency/article/001597.htm
"I've been experiencing some distressing symptoms lately, including fever and chills, which have been accompanied by painful sores in my mouth and at the back of my throat, likely due to herpes or CMV. Additionally, I've been having difficulty swallowing, and I've noticed that I've developed a yeast infection of the tongue and the lining of my mouth, which is causing oral thrush. To make matters worse, swallowing has become extremely painful.",Infectious esophagitis,https://medlineplus.gov/ency/article/000646.htm
"I've been experiencing some distressing symptoms in my ear lately, including a feeling of pressure in the affected ear, accompanied by hearing loss in the painful ear, and I've also noticed some draining from the ear.",Infectious myringitis,https://medlineplus.gov/ency/article/001369.htm
"I've been experiencing a range of concerning symptoms lately, including drowsiness and decreased alertness, which have even led to coma-like states at times. My skin has been pale and cool to the touch, and I've been having severe abdominal pain and swelling. The pain has been particularly bad in my flanks and back, and I've also been dealing with nausea and vomiting, which has led to malnutrition. On top of this, I've been diagnosed with kidney failure, and I've noticed blood in my urine. I've also been experiencing high blood pressure, sweating, and fever, along with an increased heart rate. Perhaps most concerning, however, is the decreased urine output, and at times, I've been unable to urinate at all.",Injury - kidney and ureter,https://medlineplus.gov/ency/article/001065.htm
"I've been experiencing some concerning symptoms, including staining of my skin and mucous membranes, which is quite alarming, and also eye irritation that's been causing me discomfort.",Ink poisoning,https://medlineplus.gov/ency/article/002791.htm
